"id_malha";"UF";"Contrato";"Ano";"Mes";"Panela";"Remendo";"Trincamento";"Rocada";"Drenagem";"Sinalizacao_Vertical";"Sinalizacao_Horizontal";"Rodovia";"km";"Sentido";"Km_Inicial";"Km_Final";"Num_Faixas";"Superfície";"Data Aval.";"IP";"IC";"ICM";"ICM_Unificado"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Alta";"ND";"Baixa";"Bom";"Bom";"Ruim";"Ruim";"BR-432";"6";"D";"7";"6";"1";"Pavimentada";"2026-03-19";"55";"62.5";"57,25";"57.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Alta";"Baixa";"Baixa";"Bom";"ND";"Ruim";"Ruim";"BR-432";"7";"D";"8";"7";"1";"Pavimentada";"2026-03-19";"62.5";"57.5";"61";"61.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Alta";"Média";"Baixa";"Ruim";"ND";"Bom";"Bom";"BR-432";"7";"C";"7";"8";"1";"Pavimentada";"2026-03-18";"70";"42.5";"61,75";"61.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Alta";"Baixa";"ND";"Bom";"ND";"Bom";"Bom";"BR-432";"8";"C";"8";"9";"1";"Pavimentada";"2026-03-18";"57.5";"20";"46,25";"78.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Alta";"Alta";"Baixa";"Bom";"Bom";"Ruim";"Ruim";"BR-432";"8";"D";"9";"8";"1";"Pavimentada";"2026-03-19";"85";"62.5";"78,25";"78.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"ND";"ND";"Bom";"Bom";"Ruim";"Ruim";"BR-432";"9";"D";"10";"9";"1";"Pavimentada";"2026-03-19";"12.5";"62.5";"27,5";"27.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"ND";"Bom";"Bom";"BR-432";"9";"C";"9";"10";"1";"Pavimentada";"2026-03-18";"0";"20";"6";"27.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Alta";"Baixa";"Ruim";"Bom";"Bom";"Bom";"BR-432";"10";"C";"10";"11";"1";"Pavimentada";"2026-03-18";"47.5";"47.5";"47,5";"47.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"ND";"ND";"Bom";"Regular";"Bom";"Bom";"BR-432";"10";"D";"11";"10";"1";"Pavimentada";"2026-03-19";"12.5";"30";"17,75";"47.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"Baixa";"ND";"Bom";"Regular";"Bom";"Bom";"BR-432";"11";"D";"12";"11";"1";"Pavimentada";"2026-03-19";"32.5";"30";"31,75";"55"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"Alta";"ND";"Ruim";"ND";"Regular";"Regular";"BR-432";"11";"C";"11";"12";"1";"Pavimentada";"2026-03-18";"55";"55";"55";"55"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Ruim";"Bom";"Ruim";"Ruim";"BR-432";"12";"C";"12";"13";"1";"Pavimentada";"2026-03-18";"0";"85";"25,5";"29"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"ND";"ND";"Bom";"Regular";"Ruim";"Ruim";"BR-432";"12";"D";"13";"12";"1";"Pavimentada";"2026-03-19";"12.5";"67.5";"29";"29"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"ND";"ND";"Bom";"ND";"Ruim";"Ruim";"BR-432";"13";"D";"14";"13";"1";"Pavimentada";"2026-03-19";"12.5";"57.5";"26";"26"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"Média";"ND";"Ruim";"ND";"Bom";"Bom";"BR-432";"13";"C";"13";"14";"1";"Pavimentada";"2026-03-18";"15";"42.5";"23,25";"26"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"Baixa";"Ruim";"ND";"Bom";"Bom";"BR-432";"14";"C";"14";"15";"1";"Pavimentada";"2026-03-18";"5";"42.5";"16,25";"20.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"Baixa";"Bom";"ND";"Ruim";"Ruim";"BR-432";"14";"D";"15";"14";"1";"Pavimentada";"2026-03-19";"5";"57.5";"20,75";"20.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"Regular";"Ruim";"Ruim";"BR-432";"15";"D";"16";"15";"1";"Pavimentada";"2026-03-19";"0";"67.5";"20,25";"20.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"15";"C";"15";"16";"1";"Pavimentada";"2026-03-18";"0";"25";"7,5";"20.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Ruim";"ND";"Bom";"Bom";"BR-432";"16";"C";"16";"17";"1";"Pavimentada";"2026-03-18";"0";"42.5";"12,75";"12.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"ND";"Bom";"Bom";"BR-432";"16";"D";"17";"16";"1";"Pavimentada";"2026-03-19";"0";"20";"6";"12.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"ND";"Bom";"Bom";"BR-432";"17";"D";"18";"17";"1";"Pavimentada";"2026-03-19";"0";"20";"6";"29.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"Baixa";"ND";"Ruim";"ND";"Ruim";"Ruim";"BR-432";"17";"C";"17";"18";"1";"Pavimentada";"2026-03-18";"7.5";"80";"29,25";"29.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"Bom";"Ruim";"Ruim";"BR-432";"18";"C";"18";"19";"1";"Pavimentada";"2026-03-18";"0";"62.5";"18,75";"18.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"ND";"ND";"Bom";"Regular";"Bom";"Bom";"BR-432";"18";"D";"19";"18";"1";"Pavimentada";"2026-03-19";"12.5";"30";"17,75";"18.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Alta";"Baixa";"ND";"Bom";"Regular";"Ruim";"Ruim";"BR-432";"19";"D";"20";"19";"1";"Pavimentada";"2026-03-19";"57.5";"67.5";"60,5";"60.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"Média";"ND";"Ruim";"Bom";"Bom";"Bom";"BR-432";"19";"C";"19";"20";"1";"Pavimentada";"2026-03-18";"40";"47.5";"42,25";"60.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Ruim";"Bom";"Ruim";"Ruim";"BR-432";"20";"C";"20";"21";"1";"Pavimentada";"2026-03-18";"0";"85";"25,5";"25.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"Regular";"Ruim";"Ruim";"BR-432";"20";"D";"21";"20";"1";"Pavimentada";"2026-03-19";"0";"67.5";"20,25";"25.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"Regular";"Ruim";"Ruim";"BR-432";"21";"D";"22";"21";"1";"Pavimentada";"2026-03-19";"0";"67.5";"20,25";"39.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Baixa";"ND";"Ruim";"Bom";"Ruim";"Ruim";"BR-432";"21";"C";"21";"22";"1";"Pavimentada";"2026-03-18";"20";"85";"39,5";"39.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"22";"C";"22";"23";"1";"Pavimentada";"2026-03-18";"0";"25";"7,5";"29"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"ND";"ND";"Bom";"Regular";"Ruim";"Ruim";"BR-432";"22";"D";"23";"22";"1";"Pavimentada";"2026-03-19";"12.5";"67.5";"29";"29"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"ND";"Bom";"Bom";"BR-432";"23";"D";"24";"23";"1";"Pavimentada";"2026-03-19";"0";"20";"6";"26"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"ND";"ND";"Bom";"ND";"Ruim";"Ruim";"BR-432";"23";"C";"23";"24";"1";"Pavimentada";"2026-03-18";"12.5";"57.5";"26";"26"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"Média";"Baixa";"Bom";"Bom";"Bom";"Bom";"BR-432";"24";"C";"24";"25";"1";"Pavimentada";"2026-03-18";"45";"25";"39";"39"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"ND";"ND";"Bom";"Regular";"Ruim";"Ruim";"BR-432";"24";"D";"25";"24";"1";"Pavimentada";"2026-03-19";"25";"67.5";"37,75";"39"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"ND";"ND";"Bom";"ND";"Bom";"Bom";"BR-432";"25";"D";"26";"25";"1";"Pavimentada";"2026-03-19";"12.5";"20";"14,75";"14.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Ruim";"Bom";"Bom";"Bom";"BR-432";"25";"C";"25";"26";"1";"Pavimentada";"2026-03-18";"0";"47.5";"14,25";"14.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"ND";"ND";"Bom";"Bom";"Ruim";"Ruim";"BR-432";"26";"C";"26";"27";"1";"Pavimentada";"2026-03-18";"12.5";"62.5";"27,5";"27.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"ND";"ND";"Bom";"Regular";"Bom";"Bom";"BR-432";"26";"D";"27";"26";"1";"Pavimentada";"2026-03-19";"12.5";"30";"17,75";"27.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"ND";"Bom";"Bom";"BR-432";"27";"D";"28";"27";"1";"Pavimentada";"2026-03-19";"0";"20";"6";"17.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"ND";"Ruim";"Ruim";"BR-432";"27";"C";"27";"28";"1";"Pavimentada";"2026-03-18";"0";"57.5";"17,25";"17.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"Bom";"Ruim";"Ruim";"BR-432";"28";"C";"28";"29";"1";"Pavimentada";"2026-03-18";"0";"62.5";"18,75";"18.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"ND";"Bom";"Bom";"BR-432";"28";"D";"29";"28";"1";"Pavimentada";"2026-03-19";"0";"20";"6";"18.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"ND";"ND";"Bom";"ND";"Bom";"Bom";"BR-432";"29";"D";"30";"29";"1";"Pavimentada";"2026-03-19";"12.5";"20";"14,75";"27.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"ND";"ND";"Bom";"Bom";"Ruim";"Ruim";"BR-432";"29";"C";"29";"30";"1";"Pavimentada";"2026-03-18";"12.5";"62.5";"27,5";"27.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"Baixa";"ND";"Bom";"ND";"Ruim";"Ruim";"BR-432";"30";"C";"30";"31";"1";"Pavimentada";"2026-03-18";"32.5";"57.5";"40";"40"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"ND";"Baixa";"Bom";"ND";"Bom";"Bom";"BR-432";"30";"D";"31";"30";"1";"Pavimentada";"2026-03-19";"30";"20";"27";"40"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"ND";"ND";"Bom";"ND";"Bom";"Bom";"BR-432";"31";"D";"32";"31";"1";"Pavimentada";"2026-03-19";"25";"20";"23,5";"41"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Alta";"ND";"ND";"Bom";"ND";"Bom";"Bom";"BR-432";"31";"C";"31";"32";"1";"Pavimentada";"2026-03-18";"50";"20";"41";"41"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Alta";"ND";"Baixa";"Bom";"Bom";"Ruim";"Ruim";"BR-432";"32";"C";"32";"33";"1";"Pavimentada";"2026-03-18";"55";"62.5";"57,25";"57.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"ND";"ND";"Bom";"Regular";"Bom";"Bom";"BR-432";"32";"D";"33";"32";"1";"Pavimentada";"2026-03-19";"25";"30";"26,5";"57.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"ND";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"33";"D";"34";"33";"1";"Pavimentada";"2026-03-19";"12.5";"25";"16,25";"19.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"ND";"Baixa";"Bom";"Bom";"Bom";"Bom";"BR-432";"33";"C";"33";"34";"1";"Pavimentada";"2026-03-18";"17.5";"25";"19,75";"19.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"34";"C";"34";"35";"1";"Pavimentada";"2026-03-18";"0";"25";"7,5";"7.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"34";"D";"35";"34";"1";"Pavimentada";"2026-03-19";"0";"25";"7,5";"7.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Alta";"ND";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"35";"D";"36";"35";"1";"Pavimentada";"2026-03-19";"50";"25";"42,5";"57.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Alta";"ND";"Baixa";"Bom";"Bom";"Ruim";"Ruim";"BR-432";"35";"C";"35";"36";"1";"Pavimentada";"2026-03-18";"55";"62.5";"57,25";"57.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"ND";"ND";"Bom";"ND";"Ruim";"Ruim";"BR-432";"36";"C";"36";"37";"1";"Pavimentada";"2026-03-18";"12.5";"57.5";"26";"26"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"ND";"Ruim";"Ruim";"BR-432";"36";"D";"37";"36";"1";"Pavimentada";"2026-03-19";"0";"57.5";"17,25";"26"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"ND";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"37";"D";"38";"37";"1";"Pavimentada";"2026-03-19";"12.5";"25";"16,25";"44.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Alta";"ND";"Baixa";"Bom";"ND";"Bom";"Bom";"BR-432";"37";"C";"37";"38";"1";"Pavimentada";"2026-03-18";"55";"20";"44,5";"44.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"Baixa";"Baixa";"Bom";"ND";"Bom";"Bom";"BR-432";"38";"C";"38";"39";"1";"Pavimentada";"2026-03-18";"12.5";"20";"14,75";"14.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"38";"D";"39";"38";"1";"Pavimentada";"2026-03-19";"0";"25";"7,5";"14.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"Baixa";"Bom";"Bom";"Bom";"Bom";"BR-432";"39";"D";"40";"39";"1";"Pavimentada";"2026-03-19";"5";"25";"11";"53"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Alta";"Média";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"39";"C";"39";"40";"1";"Pavimentada";"2026-03-18";"65";"25";"53";"53"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"40";"C";"40";"41";"1";"Pavimentada";"2026-03-18";"42.5";"25";"37,25";"37.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"Alta";"Baixa";"Bom";"Bom";"Bom";"Bom";"BR-432";"40";"D";"41";"40";"1";"Pavimentada";"2026-03-19";"35";"25";"32";"37.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Alta";"Alta";"Baixa";"Bom";"Bom";"Bom";"Bom";"BR-432";"41";"D";"42";"41";"1";"Pavimentada";"2026-03-19";"85";"25";"67";"67"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Alta";"Baixa";"Bom";"Bom";"Bom";"Bom";"BR-432";"41";"C";"41";"42";"1";"Pavimentada";"2026-03-18";"47.5";"25";"40,75";"67"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"42";"C";"42";"43";"1";"Pavimentada";"2026-03-18";"55";"25";"46";"46"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"42";"D";"43";"42";"1";"Pavimentada";"2026-03-19";"55";"25";"46";"46"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Alta";"ND";"Bom";"Regular";"Ruim";"Ruim";"BR-432";"43";"D";"44";"43";"1";"Pavimentada";"2026-03-19";"42.5";"67.5";"50";"50"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"43";"C";"43";"44";"1";"Pavimentada";"2026-03-18";"55";"25";"46";"50"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Alta";"ND";"Bom";"Bom";"Ruim";"Ruim";"BR-432";"44";"C";"44";"45";"1";"Pavimentada";"2026-03-18";"42.5";"62.5";"48,5";"48.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"44";"D";"45";"44";"1";"Pavimentada";"2026-03-19";"55";"25";"46";"48.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"45";"D";"46";"45";"1";"Pavimentada";"2026-03-19";"30";"25";"28,5";"46"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"45";"C";"45";"46";"1";"Pavimentada";"2026-03-18";"55";"25";"46";"46"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"46";"C";"46";"47";"1";"Pavimentada";"2026-03-18";"0";"25";"7,5";"7.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"46";"D";"47";"46";"1";"Pavimentada";"2026-03-19";"0";"25";"7,5";"7.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"Média";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"47";"D";"48";"47";"1";"Pavimentada";"2026-03-19";"15";"25";"18";"28.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"47";"C";"47";"48";"1";"Pavimentada";"2026-03-18";"30";"25";"28,5";"28.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"48";"C";"48";"49";"1";"Pavimentada";"2026-03-18";"30";"25";"28,5";"28.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"48";"D";"49";"48";"1";"Pavimentada";"2026-03-19";"30";"25";"28,5";"28.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"49";"D";"50";"49";"1";"Pavimentada";"2026-03-19";"30";"25";"28,5";"46"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"49";"C";"49";"50";"1";"Pavimentada";"2026-03-18";"55";"25";"46";"46"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"Alta";"ND";"Bom";"Bom";"Ruim";"Ruim";"BR-432";"50";"C";"50";"51";"1";"Pavimentada";"2026-03-18";"30";"62.5";"39,75";"39.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"Média";"ND";"Bom";"Bom";"Ruim";"Ruim";"BR-432";"50";"D";"51";"50";"1";"Pavimentada";"2026-03-19";"15";"62.5";"29,25";"39.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"51";"D";"52";"51";"1";"Pavimentada";"2026-03-19";"42.5";"25";"37,25";"46"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"51";"C";"51";"52";"1";"Pavimentada";"2026-03-18";"55";"25";"46";"46"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Alta";"ND";"Bom";"Bom";"Ruim";"Ruim";"BR-432";"52";"C";"52";"53";"1";"Pavimentada";"2026-03-18";"42.5";"62.5";"48,5";"48.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"Alta";"Baixa";"Bom";"Bom";"Bom";"Bom";"BR-432";"52";"D";"53";"52";"1";"Pavimentada";"2026-03-19";"35";"25";"32";"48.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"Alta";"Baixa";"Bom";"Bom";"Bom";"Bom";"BR-432";"53";"D";"54";"53";"1";"Pavimentada";"2026-03-19";"60";"25";"49,5";"49.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"53";"C";"53";"54";"1";"Pavimentada";"2026-03-18";"42.5";"25";"37,25";"49.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"54";"C";"54";"55";"1";"Pavimentada";"2026-03-18";"42.5";"25";"37,25";"37.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"54";"D";"55";"54";"1";"Pavimentada";"2026-03-19";"30";"25";"28,5";"37.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Alta";"ND";"Bom";"ND";"Bom";"Bom";"BR-432";"55";"D";"56";"55";"1";"Pavimentada";"2026-03-19";"42.5";"20";"35,75";"46"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"55";"C";"55";"56";"1";"Pavimentada";"2026-03-18";"55";"25";"46";"46"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"56";"C";"56";"57";"1";"Pavimentada";"2026-03-18";"42.5";"25";"37,25";"37.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"56";"D";"57";"56";"1";"Pavimentada";"2026-03-19";"42.5";"25";"37,25";"37.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"Alta";"ND";"Ruim";"Bom";"Bom";"Bom";"BR-432";"57";"D";"58";"57";"1";"Pavimentada";"2026-03-19";"55";"47.5";"52,75";"52.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"57";"C";"57";"58";"1";"Pavimentada";"2026-03-18";"42.5";"25";"37,25";"52.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"58";"C";"58";"59";"1";"Pavimentada";"2026-03-18";"42.5";"25";"37,25";"37.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"58";"D";"59";"58";"1";"Pavimentada";"2026-03-19";"30";"25";"28,5";"37.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"ND";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"59";"D";"60";"59";"1";"Pavimentada";"2026-03-19";"0";"25";"7,5";"37.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"59";"C";"59";"60";"1";"Pavimentada";"2026-03-18";"42.5";"25";"37,25";"37.25"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Alta";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"60";"C";"60";"61";"1";"Pavimentada";"2026-03-18";"80";"25";"63,5";"63.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Média";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"60";"D";"61";"60";"1";"Pavimentada";"2026-03-19";"27.5";"25";"26,75";"63.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Média";"Baixa";"Bom";"Bom";"Bom";"Bom";"BR-432";"61";"D";"62";"61";"1";"Pavimentada";"2026-03-19";"32.5";"25";"30,25";"46"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"61";"C";"61";"62";"1";"Pavimentada";"2026-03-18";"55";"25";"46";"46"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"62";"C";"62";"63";"1";"Pavimentada";"2026-03-18";"55";"25";"46";"46"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Média";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"62";"D";"63";"62";"1";"Pavimentada";"2026-03-19";"55";"25";"46";"46"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"63";"D";"64";"63";"1";"Pavimentada";"2026-03-19";"42.5";"25";"37,25";"48.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Alta";"ND";"Bom";"Bom";"Ruim";"Ruim";"BR-432";"63";"C";"63";"64";"1";"Pavimentada";"2026-03-18";"42.5";"62.5";"48,5";"48.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Alta";"ND";"Bom";"Bom";"Ruim";"Ruim";"BR-432";"64";"C";"64";"65";"1";"Pavimentada";"2026-03-18";"42.5";"62.5";"48,5";"48.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Baixa";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"64";"D";"65";"64";"1";"Pavimentada";"2026-03-19";"20";"25";"21,5";"48.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Alta";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"65";"D";"66";"65";"1";"Pavimentada";"2026-03-19";"80";"25";"63,5";"70.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Alta";"Alta";"Baixa";"Bom";"Bom";"Regular";"Regular";"BR-432";"65";"C";"65";"66";"1";"Pavimentada";"2026-03-18";"85";"37.5";"70,75";"70.75"
"17495";"RR";"""26 00650/2025""";"2026";"3";"Baixa";"Baixa";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"66";"C";"66";"67";"1";"Pavimentada";"2026-03-18";"20";"25";"21,5";"28.5"
"17495";"RR";"""26 00650/2025""";"2026";"3";"ND";"Alta";"ND";"Bom";"Bom";"Bom";"Bom";"BR-432";"66";"D";"67";"66";"1";"Pavimentada";"2026-03-19";"30";"25";"28,5";"28.5"
