"UF";"Contrato";"Ano";"Mes";"Rodovia";"km";"Sentido";"Panela";"Corrugacoes";"trilha_roda";"Secao_Transversal";"Poca_dagua";"Drenagem";"Poeira";"Km_Inicial";"Km_Final";"Num_Faixas";"Superfície";"Data Aval.";"ICM";"ICM_Unificado"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"468";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"468";"468.5";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"468";"D";"Baixa";"ND";"ND";"ND";"0";"ND";"Bom";"468.5";"468";"1";"Não pavimentada";"2025-11-11";"15";"15"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"478.3";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"478.3";"479";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"478.3";"D";"Média";"ND";"ND";"ND";"0";"ND";"Bom";"479";"478.3";"1";"Não pavimentada";"2025-11-11";"21,25";"21.25"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"479";"D";"Baixa";"ND";"ND";"ND";"0";"ND";"Bom";"480";"479";"1";"Não pavimentada";"2025-11-11";"15";"15"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"479";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"479";"480";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"480";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"480";"481";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"480";"D";"Média";"ND";"ND";"ND";"0";"ND";"Bom";"481";"480";"1";"Não pavimentada";"2025-11-11";"21,25";"21.25"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"481";"D";"Alta";"Baixa";"ND";"ND";"0";"ND";"Bom";"482";"481";"1";"Não pavimentada";"2025-11-11";"42,5";"42.5"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"481";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"481";"482";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"482";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"482";"483";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"482";"D";"Média";"Baixa";"ND";"ND";"0";"ND";"Bom";"483";"482";"1";"Não pavimentada";"2025-11-11";"36,25";"36.25"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"483";"D";"Média";"ND";"Bom";"ND";"0";"ND";"Bom";"484";"483";"1";"Não pavimentada";"2025-11-11";"28,75";"28.75"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"483";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"483";"484";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"484";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"484";"485";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"484";"D";"Média";"ND";"ND";"ND";"0";"ND";"Bom";"485";"484";"1";"Não pavimentada";"2025-11-11";"21,25";"21.25"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"485";"D";"Média";"Baixa";"ND";"ND";"0";"ND";"Bom";"486";"485";"1";"Não pavimentada";"2025-11-11";"36,25";"36.25"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"485";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"485";"486";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"486";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"486";"487";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"486";"D";"Média";"Baixa";"Bom";"ND";"0";"ND";"Bom";"487";"486";"1";"Não pavimentada";"2025-11-11";"43,75";"43.75"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"487";"D";"Média";"Baixa";"ND";"Bom";"0";"Bom";"Bom";"488";"487";"1";"Não pavimentada";"2025-11-11";"48,75";"48.75"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"487";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"487";"488";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"488";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"488";"489";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"488";"D";"Baixa";"Baixa";"ND";"ND";"0";"ND";"Bom";"489";"488";"1";"Não pavimentada";"2025-11-11";"30";"30"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"489";"D";"Baixa";"Baixa";"ND";"ND";"0";"ND";"Bom";"490";"489";"1";"Não pavimentada";"2025-11-11";"30";"30"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"489";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"489";"490";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"490";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"490";"491";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"490";"D";"Baixa";"ND";"ND";"ND";"0";"ND";"Bom";"491";"490";"1";"Não pavimentada";"2025-11-11";"15";"15"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"491";"D";"Média";"ND";"ND";"ND";"0";"ND";"Bom";"492";"491";"1";"Não pavimentada";"2025-11-11";"21,25";"21.25"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"491";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"491";"492";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"492";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"492";"493";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"492";"D";"Média";"ND";"ND";"ND";"0";"ND";"Bom";"493";"492";"1";"Não pavimentada";"2025-11-11";"21,25";"21.25"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"493";"D";"Baixa";"Baixa";"ND";"ND";"0";"ND";"Bom";"494";"493";"1";"Não pavimentada";"2025-11-11";"30";"30"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"493";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"493";"494";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"494";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"494";"495";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"494";"D";"Baixa";"ND";"ND";"ND";"0";"ND";"Bom";"495";"494";"1";"Não pavimentada";"2025-11-11";"15";"15"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"495";"D";"Média";"ND";"ND";"ND";"0";"ND";"Bom";"496";"495";"1";"Não pavimentada";"2025-11-11";"21,25";"21.25"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"495";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"495";"496";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"496";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"496";"496.2";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"496";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"496.2";"496";"1";"Não pavimentada";"2025-11-11";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"515.3";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"515.3";"516";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"515.3";"D";"Baixa";"ND";"ND";"ND";"0";"ND";"Bom";"516";"515.3";"1";"Não pavimentada";"2025-11-11";"15";"15"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"516";"D";"Baixa";"ND";"ND";"ND";"0";"ND";"Bom";"517";"516";"1";"Não pavimentada";"2025-11-11";"15";"15"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"516";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"516";"517";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"517";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"517";"518";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"517";"D";"Média";"ND";"ND";"ND";"0";"ND";"Bom";"518";"517";"1";"Não pavimentada";"2025-11-11";"21,25";"21.25"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"518";"D";"Baixa";"ND";"ND";"ND";"0";"ND";"Bom";"519";"518";"1";"Não pavimentada";"2025-11-11";"15";"15"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"518";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"518";"519";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"519";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"519";"520";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"519";"D";"Baixa";"ND";"ND";"ND";"0";"ND";"Bom";"520";"519";"1";"Não pavimentada";"2025-11-11";"15";"15"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"520";"D";"Baixa";"ND";"ND";"ND";"0";"ND";"Bom";"521";"520";"1";"Não pavimentada";"2025-11-11";"15";"15"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"520";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"520";"521";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"521";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"521";"522";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"521";"D";"Baixa";"ND";"Bom";"ND";"0";"ND";"Bom";"522";"521";"1";"Não pavimentada";"2025-11-11";"22,5";"22.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-317";"522";"D";"Baixa";"ND";"Bom";"ND";"0";"ND";"Bom";"523";"522";"1";"Não pavimentada";"2025-11-11";"22,5";"22.5"
"AM";"""01 00673/2021""";"2025";"7";"BR-317";"522";"C";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"522";"523";"1";"Não pavimentada";"2025-07-09";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"5";"BR-319";"433.1";"C";"Baixa";"Média";"Regular";"Bom";"0";"Regular";"Ruim";"433.1";"434";"1";"Não pavimentada";"2025-05-30";"66,25";"66.25"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"433.1";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"434";"433.1";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"434";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"435";"434";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"435";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"436";"435";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"436";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"437";"436";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"437";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"438";"437";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"438";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"439";"438";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"439";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"440";"439";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"440";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"441";"440";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"441";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"442";"441";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"442";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"443";"442";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"443";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"444";"443";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"444";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"445";"444";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"445";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"446";"445";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"446";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"447";"446";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"447";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"448";"447";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"448";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"449";"448";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"449";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"450";"449";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"450";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"451";"450";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"451";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"452";"451";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"452";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"453";"452";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"453";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"454";"453";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"454";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"455";"454";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"455";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"456";"455";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"456";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"457";"456";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"457";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"458";"457";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"458";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"459";"458";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"459";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"460";"459";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"460";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"461";"460";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"461";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"462";"461";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"462";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"463";"462";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"463";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"464";"463";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"464";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"465";"464";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"465";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"466";"465";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"466";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"467";"466";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"467";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"468";"467";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"468";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"469";"468";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"469";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"470";"469";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"470";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"471";"470";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"471";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"472";"471";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"472";"D";"ND";"Baixa";"ND";"ND";"0";"ND";"Bom";"473";"472";"1";"Não pavimentada";"2025-11-17";"17,5";"17.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"473";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"474";"473";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"474";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"475";"474";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"475";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"476";"475";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"476";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"477";"476";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"477";"D";"ND";"Baixa";"ND";"ND";"0";"ND";"Bom";"478";"477";"1";"Não pavimentada";"2025-11-17";"17,5";"17.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"478";"D";"ND";"Baixa";"ND";"ND";"0";"ND";"Bom";"479";"478";"1";"Não pavimentada";"2025-11-17";"17,5";"17.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"479";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"480";"479";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"480";"D";"Baixa";"Alta";"ND";"ND";"0";"ND";"Bom";"481";"480";"1";"Não pavimentada";"2025-11-17";"45";"45"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"481";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"482";"481";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"482";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"483";"482";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"483";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"484";"483";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"484";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"485";"484";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"485";"D";"ND";"ND";"ND";"ND";"0";"ND";"Bom";"486";"485";"1";"Não pavimentada";"2025-11-17";"2,5";"2.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"486";"D";"Baixa";"ND";"ND";"ND";"0";"ND";"Bom";"487";"486";"1";"Não pavimentada";"2025-11-17";"15";"15"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"487";"D";"Baixa";"ND";"ND";"ND";"0";"ND";"Bom";"488";"487";"1";"Não pavimentada";"2025-11-17";"15";"15"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"488";"D";"Média";"ND";"ND";"ND";"0";"ND";"Bom";"489";"488";"1";"Não pavimentada";"2025-11-17";"21,25";"21.25"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"489";"D";"ND";"Média";"Bom";"ND";"0";"ND";"Bom";"490";"489";"1";"Não pavimentada";"2025-11-17";"32,5";"32.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"490";"D";"Baixa";"Média";"ND";"ND";"0";"ND";"Bom";"491";"490";"1";"Não pavimentada";"2025-11-17";"37,5";"37.5"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"491";"D";"Média";"ND";"ND";"ND";"0";"ND";"Bom";"492";"491";"1";"Não pavimentada";"2025-11-17";"21,25";"21.25"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"492";"D";"Média";"Média";"ND";"ND";"0";"ND";"Bom";"493";"492";"1";"Não pavimentada";"2025-11-17";"43,75";"43.75"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"493";"D";"Média";"Baixa";"ND";"ND";"0";"ND";"Bom";"494";"493";"1";"Não pavimentada";"2025-11-17";"36,25";"36.25"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"494";"D";"Média";"Baixa";"ND";"ND";"0";"ND";"Bom";"495";"494";"1";"Não pavimentada";"2025-11-17";"36,25";"36.25"
"AM";"""01 00673/2021""";"2025";"11";"BR-319";"495";"D";"Média";"Média";"ND";"ND";"0";"ND";"Bom";"496";"495";"1";"Não pavimentada";"2025-11-17";"43,75";"43.75"
